Diff_FromDomActDom,BL_IP,Created_within_1_year,Expire_within_13_months,mail_dt,cntry,msgid,tm,cn_typ,hop
1,1,0,1,0.5137809,0.411251,0.7467921,0.0465145,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4724084,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.852071,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.9064106,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6983003,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.1290768,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.0021317,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4041346,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.409919,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.0363176,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.9339871,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.7189204,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6705783,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4711762,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.5913088,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6834627,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.879589,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1930852,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4328359,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.7207522,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.693891,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5558983,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5122717,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4135161,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.9817016,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.7642796,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.6279232,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.9013493,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.7626832,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.1165992,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.0477614,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.1084203,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.48229,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3846375,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.081025,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5981244,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6788532,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.0521193,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6734539,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.3414381,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6049294,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.8989498,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.3267858,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.6197993,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.1718096,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.6610515,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.3868994,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.6910821,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.8011903,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6853288,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4679765,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4489834,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.7546287,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5791469,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2242104,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.0132916,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.7362545,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4313495,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.7673366,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4213852,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3718448,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.9635961,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.49823,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3600202,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1980309,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2304627,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6723935,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2811815,0.8367861,4
1,1,0,1,0.5137809,0.411251,0.7467921,0.9127613,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.17679,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5542303,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3425558,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4119869,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.376799,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.836977,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.1427693,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4685602,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.1234796,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.4546439,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.4732511,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3001819,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.9563692,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.2939593,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.3955953,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.9664961,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6575127,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.0956871,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.8311589,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3862169,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1475614,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.0031486,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.345498,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.8574768,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.8083661,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6716881,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.0288283,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.8469745,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2579365,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6910592,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2460299,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.9556429,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1485496,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3783947,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1990213,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1132033,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2404236,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5148271,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4736608,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.7321645,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.3561689,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.3237338,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4399797,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.236002,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.2194477,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.2932296,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.7396096,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.4081005,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.9183046,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.8136267,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1665191,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.8004098,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.1719414,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4330161,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6333624,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.8823901,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6016024,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.5058947,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.7160519,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.0956871,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1541128,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.4658844,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3588589,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6301533,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2607391,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2631289,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2265757,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.8090206,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.5899124,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.0758367,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.7631088,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1147844,0.8367861,5
1,1,0,1,0.8990921,0.411251,0.7467921,0.7763888,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6533467,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.9201324,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.2939352,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.1708877,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.0490859,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3059122,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3590963,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.5640446,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.7957926,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.2966006,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.502888,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.3623633,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.7625351,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.3463095,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.4713301,0.8367861,5
1,1,0,1,0.9697588,0.411251,0.7467921,0.6035808,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.7880152,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.8112934,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.325287,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.9709196,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.9050861,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.2368632,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.2972939,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.0599267,0.8367861,5
1,1,0,1,0.8110802,0.411251,0.7467921,0.6870913,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.6524757,0.8367861,5
1,1,0,1,0.5137809,0.411251,0.7467921,0.3588589,0.8367861,5
